Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AL,Int,Wis,Cha,Ego,Communication,Senses,Powers,MagicItems,FullText,Destruction,MinorArtifactFlag,MajorArtifactFlag,Abjuration,Conjuration,Divination,Enchantment,Evocation,Necromancy,Transmutation,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,LinkText,id,Mythic,LegendaryWeapon,Illusion,Universal,Scaling,IsIntelligentItem
Scroll of Unholy Sword,,7,none,,,"Weapon becomes +5, deals +2d6 damage vs. good.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Unshakable Chill,,3,none,,,Target is afflicted with severe cold.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Vermin Shape I,,7,none,,,Take the form and some of the powers of a Small or Medium vermin.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Vermin Shape II,,9,none,,,"As vermin shape, but Tiny or Large.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Vestment of the Champion,,3,none,,,Armor or shield gains a,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Virtuoso Performance,,7,none,,,Start a second bardic performance while maintaining the first.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,
Scroll of Vitriolic Mist,,7,none,,,"As fire shield, except acid damage.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Volcanic Storm,,7,none,,,Hot rocks deal 5d6 damage.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
"Scroll of Hold Monster, Mass",,17,none,,," As hold monster, but all within 30 ft.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Bilocation,,15,none,,,Exist in two places at once.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
"Scroll of Instant Summons, Greater",,15,none,,,"As instant summons, but for multiple objects and creatures.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,
Scroll of Word of Resolve,,1,none,,,Ally rerolls a save against charm or fear.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Sheet Lightning,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Temporal Regression,,15,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,
Scroll of Dazzling Blade,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
"Scroll of Dazzling Blade, Mass",,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Teleportation Circle,,17,none,,, Teleports creatures inside circle.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Dream Voyage,,17,none,,,"As dream travel, but with more flexibility and able to affect more creatures.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Echean's Excellent Enclosure,,17,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Ablative Sphere,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Burning Arc,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Resplendent Mansion,,17,none,,,Conjure an opulent mansion several stories tall.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Battering Blast,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Silk To Steel,,3,none,,,Use a scarf as a shield or whip.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Petulengro's Validation,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Aram Zey's Trap Ward,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Power Word Kill,,17,none,,, Kills one creature with 100 hp or less.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Heroic Invocation,,17,none,,,"Grants a number of creatures bonuses on attacks and damage, temporary hit points, and immunity to fear and charm effects.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Corpse Lanterns,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Lipstitch,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Hunter's Lore,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Divide Mind,,17,none,,,"Partition your mind, allowing you to roll twice on Will saves and Int checks, and to take extra mental actions.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
"Scroll of Mind Swap, Major",,17,none,,,Swap minds with another creature forever.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Stolen Light,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Twisted Innards,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Fire Sneeze,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Limp Lash,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Aroden's Spellbane,,17,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Bladed Dash,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
"Scroll of Bladed Dash, Greater",,9,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1625.0,,,,,,,,,,,
Scroll of Blast Barrier,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Call Weapon,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Maze Of Madness And Suffering,,17,none,,, Send a target into a dangerous extradimensional maze.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Eldritch Conduit,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
"Scroll of Eldritch Conduit, Greater",,11,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Fleshcurdle,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Geb's Hammer,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Hungry Darkness,,13,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,2275.0,,,,,,,,,,,
Scroll of Find Quarry,,7,none,,,You can sense whether a particular creature is within 20 miles of your location.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,
Scroll of Kiss of the First World,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Acid Arrow,,3,none,,, Ranged touch attack; 2d4 damage for 1 round + 1 round/three levels.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Damnation Of Memory,,11,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,
Scroll of Acid Fog,,11,none,,, Fog deals acid damage.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Orchid's Drop,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Lost Locale,,17,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Shining Cord,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Spell Absorption,,9,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
"Scroll of Spell Absorption, Greater",,15,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,
Scroll of Tattoo Potion,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Transfer Tattoo,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Vengeful Comets,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Vex Giant,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,
Scroll of Zone of Foul Flames,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Arcane Cannon,,13,none,,,Your focus becomes a magical cannon that fires on its own.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,2275.0,,,,,,,,,,,
Scroll of Blistering Invective,,3,none,,,Make an Intimidate check against all foes within 30 feet; those demoralized also take fire damage.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Bowstaff,,1,none,,,"A shortbow may double as a club, or a longbow as a quarterstaff.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Brow Gasher,,3,none,,,Slashing weapon deals bleed damage to an opponent's head.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Caging Bomb Admixture,,11,none,,,Your bombs create a cage of force that traps creatures inside the bomb's splash radius.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Certain Grip,,3,none,,,You gain a +4 competence bonus on Acrobatics and Climb checks and to CMD.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Good Hope,,5,none,,," Subjects gain +2 on attack rolls, damage rolls, saves, and checks.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,
Scroll of Damp Powder,,1,none,,,Ruins ammunition loaded in the targeted firearm.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Cloudkill,,9,none,,," Kills 3 HD or less; 4–6 HD save or die, 6+ HD take Con damage.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Destabilize Powder,,3,none,,,Ammunition in the targeted firearm is prone to misfire.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Divine Arrow,,3,none,,,Imbues a projectile with holy energy.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Energy Siege Shot,,9,none,,,A Large siege engine deals energy damage that you designate with other effects depending on the type of energy you choose.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
"Scroll of Energy Siege Shot, Greater",,11,none,,,"As energy siege shot, but you can affect any size siege engine.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Fabricate Bullets,,1,none,,,Converts 1 pound of metal into ammunition.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Creeping Doom,,13,none,,, Swarms of centipedes attack at your command.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,2275.0,,,,,,,,,,,
Scroll of Litany of Sight,,5,none,,,You can see invisible creatures and objects within 30 feet of you.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,
Scroll of Flash Fire,,5,none,,,Ammunition in the targeted firearm creates a tremendous flash capable of blinding the weapon's bearer and those around him.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Forest Friend,,3,none,,,Plants in a forested area become helpful instead of hindering you and your allies.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Frost Fall,,3,none,,,The area is covered in a chilling frost.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Judgment Light,,7,none,,,You gain an additional effect while a judgment is active.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Cacophonous Call,,3,none,,,Nauseates target.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Elemental Swarm,,17,none,,, Summons multiple elementals.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Fire Seeds,,11,none,,, Acorns and berries become grenades and bombs.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Fog Cloud,,3,none,,,Fog obscures vision.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Lightning Lash Bomb Admixture,,5,none,,,Empowers bombs you throw with a ward that deals lightning damage each time those damaged by the bomb move more than 5 feet.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Litany of Defense,,3,none,,,Doubles armor's enhancement bonus.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
"Scroll of Cacophonous Call, Mass",,9,none,,,Nauseates multiple targets.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1625.0,,,,,,,,,,,
Scroll of Glitterdust,,3,none,,,"Blinds creatures, outlines invisible creatures.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Grease,,1,none,,,Makes 10-ft. square or one object slippery.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Call Animal,,1,none,,,Makes an animal come to you.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Litany Of Righteousness,,5,none,,,A single evil creature takes more damage from creatures with a good aura.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Domination Link,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Castigate,,3,none,,,Causes target to be shaken and cower.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Litany of Thunder,,7,none,,,"A single target is deafened until the condition is removed, and is confused for 1 round.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,
Scroll of Litany Of Vengeance,,7,none,,,Allies attacking the target of the spell gain a +5 bonus on damage rolls for 1 round.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,
Scroll of Litany of Warding,,3,none,,,You gain two additional attacks of opportunity for 1 round.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Litany of Weakness,,1,none,,,Single target is fatigued for 1 round.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Heal Mount,,5,none,,, As heal on horse or other special mount.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,
Scroll of Mutagenic Touch,,7,none,,,You can pass a weaker version of your mutagen to another creature.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Obsidian Flow,,7,none,,,Converts the surface of the ground into molten glass.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Incendiary Cloud,,15,none,,, Cloud deals 6d6 fire damage/round.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,
Scroll of Mage's Faithful Hound,,9,none,,, Phantom dog can guard a location and attack intruders.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Mount,,1,none,,, Summons riding horse for 2 hours/level.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Pup Shape,,5,none,,,Transforms a single animal or magical beast into a younger and cuter version of itself for a short time.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Recoil Fire,,3,none,,,Ammunition in the targeted firearm generates excessive recoil.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Phantom Steed,,5,none,,,Magic horse appears for 1 hour/level.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Ricochet Shot,,3,none,,,Imbues a projectile weapon to give its ammunition the ability to ricochet.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Secure Shelter,,7,none,,,Creates sturdy cottage.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Shock Shield,,1,none,,,A shield of force protects you until you dismiss it in an explosion of electricity.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Shocking Image,,7,none,,,"As mirror image, but the duplicates emit electrical damage when destroyed.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Siege Of Trees,,13,none,,,Transforms Large trees into arboreal catapults of the same size.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,2275.0,,,,,,,,,,,
"Scroll of Siege of Trees, Greater",,17,none,,,"As siege of trees, but can transform Huge and Gargantuan trees into arboreal catapults of the same size.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Stabilize Powder,,3,none,,,Ammunition in the targeted firearm is less likely to misfire.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Tar Pool,,11,none,,,Converts the top layer of the ground into hot tar.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Targeted Bomb Admixture,,1,none,,,Empowers bombs you throw to deal more damage to a single creature.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
"Scroll of Castigate, Mass",,9,none,,,"As castigate, but affects multiple creatures.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Thunder Fire,,3,none,,,Ammunition in the targeted firearm deafens opponents.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Sepia Snake Sigil,,5,none,,,Creates a snake-shaped text symbol that immobilizes reader.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Weaken Powder,,1,none,,,Targeted firearm's ammunition halves the firearm's range and imposes a –2 penalty on damage rolls.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Wilderness Soldiers,,3,none,,,Nearby plants aid you in combat.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Shambler,,17,none,,, Creates 1d4+2 shambling mounds to fight for you.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Sleet Storm,,5,none,,,Hampers vision and movement.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Solid Fog,,7,none,,, Blocks vision and slows movement.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Stinking Cloud,,5,none,,," Nauseating vapors, 1 round/level.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Summon Nature's Ally I,,1,none,,,Summons creature to fight.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Summon Nature's Ally II,,3,none,,,Summons creature to fight.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Call the Void,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Summon Nature's Ally III,,5,none,,,Summons creature to fight.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Summon Nature's Ally IV,,7,none,,,Summons creature to fight.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Challenge Evil,,1,none,,,Sickens creature if it refuses to fight you.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Coward's Lament,,7,none,,,If subject doesn’t attack you it receives a penalty.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Death From Below,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Urban Grace,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Forced Repentance,,7,none,,,Target falls prone and confesses all of its sins.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,
Scroll of Linebreaker,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Frozen Note,,9,none,,,Paralyzes creatures listening to your song.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1625.0,,,,,,,,,,,
Scroll of Heroic Finale,,7,none,,,Subject within range of your bardic performance can take an action.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,
Scroll of Escaping Ward,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Black Mark,,13,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,2275.0,,,,,,,,,,,
Scroll of Old Salt's Curse,,9,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Veil Of Heaven,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Summon Nature's Ally V,,9,none,,, Summons creature to fight.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Summon Nature's Ally VI,,11,none,,, Summons creature to fight.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Summon Nature's Ally VII,,13,none,,, Summons creature to fight.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,2275.0,,,,,,,,,,,
Scroll of Fire Trail,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Summon Nature's Ally VIII,,15,none,,, Summons creature to fight.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,
Scroll of Chains Of Fire,,11,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Firestream,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Fury Of The Sun,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Scorching Ash Form,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Improve Trap,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Binding Earth,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
"Scroll of Binding Earth, Mass",,11,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Summon Nature's Ally IX,,17,none,,, Summons creature to fight.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Summon Swarm,,3,none,,,"Summons swarm of bats, rats, or spiders.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Transport via Plants,,11,none,,, Move instantly from one plant to another of the same kind.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Sickening Strikes,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Absorbing Inhalation,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Cloud Shape,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Gusting Sphere,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Miasmatic Form,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Path Of The Winds,,11,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Wind Blades,,9,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Windy Escape,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Tree Stride,,9,none,,,Step from one tree to another far away.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Hellmouth Lash,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Nereid's Grace,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Undine's Curse,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Fins To Feet,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Strong Wings,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Earth Glide,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Prehensile Pilfer,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
